1,Juventus,28.325674588191404,1.1355912441951819
2,Atalanta,27.4314228615671,0.9606012568933393
3,Napoli,27.41109594139701,0.990474763127247
4,Milan,26.928019811181404,0.9406438485424292
5,Inter,26.920786920558626,0.9614271856011097
6,Roma,26.797456539945244,0.9351774628465567
7,Torino,26.63125552000464,0.8832577885501153
8,Lazio,25.70216441234419,0.9283077965000793
9,Sampdoria,25.00878489523431,0.965520689092961
10,Bologna,24.56573958000772,0.9191727518293867
11,Udinese,24.512314087542293,0.9655562182342381
12,Sassuolo,24.50000976841426,0.892970734958608
13,Fiorentina,24.369058021662983,0.8661431886889426
14,Parma,24.154398150426914,0.898497811310788
15,Cagliari,24.13551540551628,0.8676420645739178
16,Genoa,24.112285197039995,0.8799285850003091
17,Spal,23.955280775193724,0.9285255491126473
18,Empoli,23.722042384444876,0.9509205266630062
19,Chievo,22.633690000114637,0.9120264730735937
20,Frosinone,22.549458246807692,0.9657774301828389
