1,Napoli,29.235184787207032,1.5268130722210773
2,Milan,28.499409810514795,1.523811594563632
3,Juventus,28.496898218006198,1.8533278096534456
4,Atalanta,28.285581798313878,1.304937602553058
5,Inter,27.88330154618714,1.3906961633909496
6,Torino,27.766275067471312,1.4842257922885609
7,Roma,27.12982514884927,1.3826358542045618
8,Lazio,25.804711285095895,1.2882527503154786
9,Sampdoria,24.648301311732027,1.227430343716826
10,Bologna,24.61876702086708,1.3550826575848867
11,Spal,24.27647261731111,1.3679504036699164
12,Udinese,23.96412541690422,1.4215862390731453
13,Empoli,23.87707480490525,1.3150720989280957
14,Genoa,23.616286991122738,1.4387553716352826
15,Cagliari,23.086914300160746,1.3614424872826045
16,Parma,22.94102578450278,1.3176558582136295
17,Sassuolo,22.296259015292094,1.6342178621962546
18,Fiorentina,22.155557752988546,1.489897002807873
19,Frosinone,20.36196181966112,1.5984817701827596
20,Chievo,18.253924783126457,2.2753910514302595
